Dex No,Name,Base Name,Type 1,Type 2,BST,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Poke-Images
950,Klawf,Klawf,ROCK,-,450,70,100,115,35,55,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Klang.png?raw=true
900,Kleavor,Kleavor,BUG,ROCK,500,70,135,95,45,70,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Klawf.png?raw=true
707,Klefki,Klefki,STEEL,FAIRY,470,57,80,91,80,87,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Kleavor.png?raw=true
599,Klink,Klink,STEEL,-,300,40,55,70,45,60,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Klefki.png?raw=true
601,Klinklang,Klinklang,STEEL,-,520,60,100,115,70,85,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Klink.png?raw=true
109,Koffing,Koffing,POISON,-,340,40,65,95,60,45,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Klinklang.png?raw=true
775,Komala,Komala,NORMAL,-,480,65,115,65,75,95,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Koffing.png?raw=true
784,Kommo-o,Kommo-o,DRAGON,FIGHTING,600,75,110,125,100,105,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Komala.png?raw=true
1007,Koraidon,Koraidon,FIGHTING,DRAGON,670,100,135,115,85,100,135,https://github.com/Ajeet58698/Pokemon-images/blob/main/Kommo-o.png?raw=true
98,Krabby,Krabby,WATER,-,325,30,105,90,25,25,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Koraidon.png?raw=true
401,Kricketot,Kricketot,BUG,-,194,37,25,41,25,41,25,https://github.com/Ajeet58698/Pokemon-images/blob/main/Krabby.png?raw=true
402,Kricketune,Kricketune,BUG,-,384,77,85,51,55,51,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Kricketot.png?raw=true
552,Krokorok,Krokorok,GROUND,DARK,351,60,82,45,45,45,74,https://github.com/Ajeet58698/Pokemon-images/blob/main/Kricketune.png?raw=true
553,Krookodile,Krookodile,GROUND,DARK,519,95,117,80,65,70,92,https://github.com/Ajeet58698/Pokemon-images/blob/main/Krokorok.png?raw=true
891,Kubfu,Kubfu,FIGHTING,-,385,60,90,60,53,50,72,https://github.com/Ajeet58698/Pokemon-images/blob/main/Krookodile.png?raw=true
382,Kyogre,Kyogre,WATER,-,670,100,100,90,150,140,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Kubfu.png?raw=true
646,Kyurem,Kyurem,DRAGON,ICE,660,125,130,90,130,90,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Kyogre.png?raw=true
305,Lairon,Lairon,STEEL,ROCK,430,60,90,140,50,50,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Kyurem.png?raw=true
608,Lampent,Lampent,GHOST,FIRE,370,60,40,60,95,60,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lairon.png?raw=true
492,Land Forme,Shaymin,GRASS,-,600,100,100,100,100,100,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lampent.png?raw=true
171,Lanturn,Lanturn,WATER,ELECTRIC,460,125,58,58,76,76,67,https://github.com/Ajeet58698/Pokemon-images/blob/main/Shaymin.png?raw=true
131,Lapras,Lapras,WATER,ICE,535,130,85,80,85,95,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lanturn.png?raw=true
710,Large Size,Pumpkaboo,GHOST,GRASS,335,54,66,70,44,55,46,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lapras.png?raw=true
711,Large Size,Gourgeist,GHOST,GRASS,494,75,95,122,58,75,69,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pumpkaboo.png?raw=true
636,Larvesta,Larvesta,BUG,FIRE,360,55,85,55,50,55,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gourgeist.png?raw=true
246,Larvitar,Larvitar,ROCK,GROUND,300,50,64,50,45,50,41,https://github.com/Ajeet58698/Pokemon-images/blob/main/Larvesta.png?raw=true
380,Latias,Latias,DRAGON,PSYCHIC,600,80,80,90,110,130,110,https://github.com/Ajeet58698/Pokemon-images/blob/main/Larvitar.png?raw=true
381,Latios,Latios,DRAGON,PSYCHIC,600,80,90,80,130,110,110,https://github.com/Ajeet58698/Pokemon-images/blob/main/Latias.png?raw=true
470,Leafeon,Leafeon,GRASS,-,525,65,110,130,60,65,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Latios.png?raw=true
542,Leavanny,Leavanny,BUG,GRASS,500,75,103,80,70,80,92,https://github.com/Ajeet58698/Pokemon-images/blob/main/Leafeon.png?raw=true
915,Lechonk,Lechonk,NORMAL,-,254,54,45,40,35,45,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Leavanny.png?raw=true
166,Ledian,Ledian,BUG,FLYING,390,55,35,50,55,110,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lechonk.png?raw=true
165,Ledyba,Ledyba,BUG,FLYING,265,40,20,30,40,80,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Ledian.png?raw=true
463,Lickilicky,Lickilicky,NORMAL,-,515,110,85,95,80,95,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Ledyba.png?raw=true
108,Lickitung,Lickitung,NORMAL,-,385,90,55,75,60,75,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lickilicky.png?raw=true
510,Liepard,Liepard,DARK,-,446,64,88,50,88,50,106,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lickitung.png?raw=true
345,Lileep,Lileep,ROCK,GRASS,355,66,41,77,61,87,23,https://github.com/Ajeet58698/Pokemon-images/blob/main/Liepard.png?raw=true
549,Lilligant,Lilligant,GRASS,-,480,70,60,75,110,75,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lileep.png?raw=true
506,Lillipup,Lillipup,NORMAL,-,275,45,60,45,25,45,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lilligant.png?raw=true
264,Linoone,Linoone,NORMAL,-,420,78,70,61,50,61,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lillipup.png?raw=true
667,Litleo,Litleo,FIRE,NORMAL,369,62,50,58,73,54,72,https://github.com/Ajeet58698/Pokemon-images/blob/main/Linoone.png?raw=true
725,Litten,Litten,FIRE,-,320,45,65,40,60,40,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Litleo.png?raw=true
607,Litwick,Litwick,GHOST,FIRE,275,50,30,55,65,55,20,https://github.com/Ajeet58698/Pokemon-images/blob/main/Litten.png?raw=true
920,Lokix,Lokix,BUG,DARK,450,71,102,78,52,55,92,https://github.com/Ajeet58698/Pokemon-images/blob/main/Litwick.png?raw=true
271,Lombre,Lombre,WATER,GRASS,340,60,50,50,60,70,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lokix.png?raw=true
428,Lopunny,Lopunny,NORMAL,-,480,65,76,84,54,96,105,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lombre.png?raw=true
270,Lotad,Lotad,WATER,GRASS,220,40,30,30,40,50,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lopunny.png?raw=true
294,Loudred,Loudred,NORMAL,-,360,84,71,43,71,43,48,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lotad.png?raw=true
849,Low Key Form,Toxtricity,ELECTRIC,POISON,502,75,98,70,114,70,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Loudred.png?raw=true
448,Lucario,Lucario,FIGHTING,STEEL,525,70,110,70,115,70,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Toxtricity.png?raw=true
272,Ludicolo,Ludicolo,WATER,GRASS,480,80,70,70,90,100,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lucario.png?raw=true
249,Lugia,Lugia,PSYCHIC,FLYING,680,106,90,130,90,154,110,https://github.com/Ajeet58698/Pokemon-images/blob/main/Ludicolo.png?raw=true
457,Lumineon,Lumineon,WATER,-,460,69,69,76,69,86,91,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lugia.png?raw=true
792,Lunala,Lunala,PSYCHIC,GHOST,680,137,113,89,137,107,97,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lumineon.png?raw=true
337,Lunatone,Lunatone,ROCK,PSYCHIC,460,90,55,65,95,85,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lunala.png?raw=true
754,Lurantis,Lurantis,GRASS,-,480,70,105,90,80,90,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lunatone.png?raw=true
370,Luvdisc,Luvdisc,WATER,-,330,43,30,55,40,65,97,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lurantis.png?raw=true
404,Luxio,Luxio,ELECTRIC,-,363,60,85,49,60,49,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Luvdisc.png?raw=true
405,Luxray,Luxray,ELECTRIC,-,523,80,120,79,95,79,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Luxio.png?raw=true
943,Mabosstiff,Mabosstiff,DARK,-,505,80,120,90,60,70,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Luxray.png?raw=true
68,Machamp,Machamp,FIGHTING,-,505,90,130,80,65,85,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mabosstiff.png?raw=true
67,Machoke,Machoke,FIGHTING,-,405,80,100,70,50,60,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Machamp.png?raw=true
66,Machop,Machop,FIGHTING,-,305,70,80,50,35,35,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Machoke.png?raw=true
240,Magby,Magby,FIRE,-,365,45,75,37,70,55,83,https://github.com/Ajeet58698/Pokemon-images/blob/main/Machop.png?raw=true
219,Magcargo,Magcargo,FIRE,ROCK,430,60,50,120,90,80,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Magby.png?raw=true
801,Magearna,Magearna,STEEL,FAIRY,600,80,95,115,130,115,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Magcargo.png?raw=true
129,Magikarp,Magikarp,WATER,-,200,20,10,55,15,20,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Magearna.png?raw=true
126,Magmar,Magmar,FIRE,-,495,65,95,57,100,85,93,https://github.com/Ajeet58698/Pokemon-images/blob/main/Magikarp.png?raw=true
467,Magmortar,Magmortar,FIRE,-,540,75,95,67,125,95,83,https://github.com/Ajeet58698/Pokemon-images/blob/main/Magmar.png?raw=true
81,Magnemite,Magnemite,ELECTRIC,STEEL,325,25,35,70,95,55,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Magmortar.png?raw=true
82,Magneton,Magneton,ELECTRIC,STEEL,465,50,60,95,120,70,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Magnemite.png?raw=true
462,Magnezone,Magnezone,ELECTRIC,STEEL,535,70,70,115,130,90,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Magneton.png?raw=true
296,Makuhita,Makuhita,FIGHTING,-,237,72,60,30,20,30,25,https://github.com/Ajeet58698/Pokemon-images/blob/main/Magnezone.png?raw=true
687,Malamar,Malamar,DARK,PSYCHIC,482,86,92,88,68,75,73,https://github.com/Ajeet58698/Pokemon-images/blob/main/Makuhita.png?raw=true
678,Male,Meowstic,PSYCHIC,-,466,74,48,76,83,81,104,https://github.com/Ajeet58698/Pokemon-images/blob/main/Malamar.png?raw=true
876,Male,Indeedee,PSYCHIC,NORMAL,475,60,65,55,105,95,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Meowstic.png?raw=true
902,Male,Basculegion,WATER,GHOST,530,120,112,65,80,75,78,https://github.com/Ajeet58698/Pokemon-images/blob/main/Indeedee.png?raw=true
916,Male,Oinkologne,NORMAL,-,489,110,100,75,59,80,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Basculegion.png?raw=true
473,Mamoswine,Mamoswine,ICE,GROUND,530,110,130,80,70,60,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Oinkologne.png?raw=true
490,Manaphy,Manaphy,WATER,-,600,100,100,100,100,100,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mamoswine.png?raw=true
630,Mandibuzz,Mandibuzz,DARK,FLYING,510,110,65,105,55,95,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Manaphy.png?raw=true
310,Manectric,Manectric,ELECTRIC,-,475,70,75,60,105,60,105,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mandibuzz.png?raw=true
56,Mankey,Mankey,FIGHTING,-,305,40,80,35,35,45,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Manectric.png?raw=true
226,Mantine,Mantine,WATER,FLYING,485,85,40,70,80,140,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mankey.png?raw=true
458,Mantyke,Mantyke,WATER,FLYING,345,45,20,50,60,120,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mantine.png?raw=true
556,Maractus,Maractus,GRASS,-,461,75,86,67,106,67,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mantyke.png?raw=true
747,Mareanie,Mareanie,POISON,WATER,305,50,53,62,43,52,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Maractus.png?raw=true
179,Mareep,Mareep,ELECTRIC,-,280,55,40,40,65,45,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mareanie.png?raw=true
183,Marill,Marill,WATER,FAIRY,250,70,20,50,20,50,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mareep.png?raw=true
105,Marowak,Marowak,GROUND,-,425,60,80,110,50,80,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Marill.png?raw=true
802,Marshadow,Marshadow,FIGHTING,GHOST,600,90,125,80,90,90,125,https://github.com/Ajeet58698/Pokemon-images/blob/main/Marowak.png?raw=true
259,Marshtomp,Marshtomp,WATER,GROUND,405,70,85,70,60,70,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Marshadow.png?raw=true
942,Maschiff,Maschiff,DARK,-,340,60,78,60,40,51,51,https://github.com/Ajeet58698/Pokemon-images/blob/main/Marshtomp.png?raw=true
284,Masquerain,Masquerain,BUG,FLYING,454,70,60,62,100,82,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Maschiff.png?raw=true
303,Mawile,Mawile,STEEL,FAIRY,380,50,85,85,55,55,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Masquerain.png?raw=true
308,Medicham,Medicham,FIGHTING,PSYCHIC,410,60,60,75,60,75,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mawile.png?raw=true
307,Meditite,Meditite,FIGHTING,PSYCHIC,280,30,40,55,40,55,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Medicham.png?raw=true
460,Mega Abomasnow,Abomasnow,GRASS,ICE,594,90,132,105,132,105,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Meditite.png?raw=true
359,Mega Absol,Absol,DARK,-,565,65,150,60,115,60,115,https://github.com/Ajeet58698/Pokemon-images/blob/main/Abomasnow.png?raw=true
142,Mega Aerodactyl,Aerodactyl,ROCK,FLYING,615,80,135,85,70,95,150,https://github.com/Ajeet58698/Pokemon-images/blob/main/Absol.png?raw=true
306,Mega Aggron,Aggron,STEEL,-,630,70,140,230,60,80,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Aerodactyl.png?raw=true
65,Mega Alakazam,Alakazam,PSYCHIC,-,600,55,50,65,175,105,150,https://github.com/Ajeet58698/Pokemon-images/blob/main/Aggron.png?raw=true
334,Mega Altaria,Altaria,DRAGON,FAIRY,590,75,110,110,110,105,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Alakazam.png?raw=true
181,Mega Ampharos,Ampharos,ELECTRIC,DRAGON,610,90,95,105,165,110,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Altaria.png?raw=true
531,Mega Audino,Audino,NORMAL,FAIRY,545,103,60,126,80,126,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Ampharos.png?raw=true
354,Mega Banette,Banette,GHOST,-,555,64,165,75,93,83,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Audino.png?raw=true
15,Mega Beedrill,Beedrill,BUG,POISON,495,65,150,40,15,80,145,https://github.com/Ajeet58698/Pokemon-images/blob/main/Banette.png?raw=true
9,Mega Blastoise,Blastoise,WATER,-,630,79,103,120,135,115,78,https://github.com/Ajeet58698/Pokemon-images/blob/main/Beedrill.png?raw=true
257,Mega Blaziken,Blaziken,FIRE,FIGHTING,630,80,160,80,130,80,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Blastoise.png?raw=true
323,Mega Camerupt,Camerupt,FIRE,GROUND,560,70,120,100,145,105,20,https://github.com/Ajeet58698/Pokemon-images/blob/main/Blaziken.png?raw=true
6,Mega Charizard X,Charizard,FIRE,DRAGON,634,78,130,111,130,85,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Camerupt.png?raw=true
6,Mega Charizard Y,Charizard,FIRE,FLYING,634,78,104,78,159,115,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Charizard.png?raw=true
719,Mega Diancie,Diancie,ROCK,FAIRY,700,50,160,110,160,110,110,https://github.com/Ajeet58698/Pokemon-images/blob/main/Charizard.png?raw=true
475,Mega Gallade,Gallade,PSYCHIC,FIGHTING,618,68,165,95,65,115,110,https://github.com/Ajeet58698/Pokemon-images/blob/main/Diancie.png?raw=true
445,Mega Garchomp,Garchomp,DRAGON,GROUND,700,108,170,115,120,95,92,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gallade.png?raw=true
282,Mega Gardevoir,Gardevoir,PSYCHIC,FAIRY,618,68,85,65,165,135,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Garchomp.png?raw=true
94,Mega Gengar,Gengar,GHOST,POISON,600,60,65,80,170,95,130,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gardevoir.png?raw=true
362,Mega Glalie,Glalie,ICE,-,580,80,120,80,120,80,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gengar.png?raw=true
130,Mega Gyarados,Gyarados,WATER,DARK,640,95,155,109,70,130,81,https://github.com/Ajeet58698/Pokemon-images/blob/main/Glalie.png?raw=true
214,Mega Heracross,Heracross,BUG,FIGHTING,600,80,185,115,40,105,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gyarados.png?raw=true
229,Mega Houndoom,Houndoom,DARK,FIRE,600,75,90,90,140,90,115,https://github.com/Ajeet58698/Pokemon-images/blob/main/Heracross.png?raw=true
115,Mega Kangaskhan,Kangaskhan,NORMAL,-,590,105,125,100,60,100,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Houndoom.png?raw=true
380,Mega Latias,Latias,DRAGON,PSYCHIC,700,80,100,120,140,150,110,https://github.com/Ajeet58698/Pokemon-images/blob/main/Kangaskhan.png?raw=true
381,Mega Latios,Latios,DRAGON,PSYCHIC,700,80,130,100,160,120,110,https://github.com/Ajeet58698/Pokemon-images/blob/main/Latias.png?raw=true
428,Mega Lopunny,Lopunny,NORMAL,FIGHTING,580,65,136,94,54,96,135,https://github.com/Ajeet58698/Pokemon-images/blob/main/Latios.png?raw=true
448,Mega Lucario,Lucario,FIGHTING,STEEL,625,70,145,88,140,70,112,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lopunny.png?raw=true
310,Mega Manectric,Manectric,ELECTRIC,-,575,70,75,80,135,80,135,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lucario.png?raw=true
303,Mega Mawile,Mawile,STEEL,FAIRY,480,50,105,125,55,95,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Manectric.png?raw=true
308,Mega Medicham,Medicham,FIGHTING,PSYCHIC,510,60,100,85,80,85,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mawile.png?raw=true
376,Mega Metagross,Metagross,STEEL,PSYCHIC,700,80,145,150,105,110,110,https://github.com/Ajeet58698/Pokemon-images/blob/main/Medicham.png?raw=true
150,Mega Mewtwo X,Mewtwo,PSYCHIC,FIGHTING,780,106,190,100,154,100,130,https://github.com/Ajeet58698/Pokemon-images/blob/main/Metagross.png?raw=true
150,Mega Mewtwo Y,Mewtwo,PSYCHIC,-,780,106,150,70,194,120,140,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mewtwo.png?raw=true
18,Mega Pidgeot,Pidgeot,NORMAL,FLYING,579,83,80,80,135,80,121,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mewtwo.png?raw=true
127,Mega Pinsir,Pinsir,BUG,FLYING,600,65,155,120,65,90,105,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pidgeot.png?raw=true
384,Mega Rayquaza,Rayquaza,DRAGON,FLYING,780,105,180,100,180,100,115,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pinsir.png?raw=true
302,Mega Sableye,Sableye,DARK,GHOST,480,50,85,125,85,115,20,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rayquaza.png?raw=true
373,Mega Salamence,Salamence,DRAGON,FLYING,700,95,145,130,120,90,120,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sableye.png?raw=true
254,Mega Sceptile,Sceptile,GRASS,DRAGON,630,70,110,75,145,85,145,https://github.com/Ajeet58698/Pokemon-images/blob/main/Salamence.png?raw=true
212,Mega Scizor,Scizor,BUG,STEEL,600,70,150,140,65,100,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sceptile.png?raw=true
319,Mega Sharpedo,Sharpedo,WATER,DARK,560,70,140,70,110,65,105,https://github.com/Ajeet58698/Pokemon-images/blob/main/Scizor.png?raw=true
80,Mega Slowbro,Slowbro,WATER,PSYCHIC,590,95,75,180,130,80,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sharpedo.png?raw=true
208,Mega Steelix,Steelix,STEEL,GROUND,610,75,125,230,55,95,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Slowbro.png?raw=true
260,Mega Swampert,Swampert,WATER,GROUND,635,100,150,110,95,110,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Steelix.png?raw=true
248,Mega Tyranitar,Tyranitar,ROCK,DARK,700,100,164,150,95,120,71,https://github.com/Ajeet58698/Pokemon-images/blob/main/Swampert.png?raw=true
3,Mega Venusaur,Venusaur,GRASS,POISON,625,80,100,123,122,120,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tyranitar.png?raw=true
154,Meganium,Meganium,GRASS,-,525,80,82,100,83,100,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Venusaur.png?raw=true
809,Melmetal,Melmetal,STEEL,-,600,135,143,143,80,65,34,https://github.com/Ajeet58698/Pokemon-images/blob/main/Meganium.png?raw=true
808,Meltan,Meltan,STEEL,-,300,46,65,65,55,35,34,https://github.com/Ajeet58698/Pokemon-images/blob/main/Melmetal.png?raw=true
908,Meowscarada,Meowscarada,GRASS,DARK,530,76,110,70,81,70,123,https://github.com/Ajeet58698/Pokemon-images/blob/main/Meltan.png?raw=true
52,Meowth,Meowth,NORMAL,-,290,40,45,35,40,40,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Meowscarada.png?raw=true
481,Mesprit,Mesprit,PSYCHIC,-,580,80,105,105,105,105,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Meowth.png?raw=true
376,Metagross,Metagross,STEEL,PSYCHIC,600,80,135,130,95,90,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mesprit.png?raw=true
375,Metang,Metang,STEEL,PSYCHIC,420,60,75,100,55,80,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Metagross.png?raw=true
11,Metapod,Metapod,BUG,-,205,50,20,55,25,25,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Metang.png?raw=true
774,Meteor Form,Minior,ROCK,FLYING,440,60,60,100,60,100,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Metapod.png?raw=true
151,Mew,Mew,PSYCHIC,-,600,100,100,100,100,100,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Minior.png?raw=true
150,Mewtwo,Mewtwo,PSYCHIC,-,680,106,110,90,154,90,130,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mew.png?raw=true
745,Midday Form,Lycanroc,ROCK,-,487,75,115,65,55,65,112,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mewtwo.png?raw=true
745,Midnight Form,Lycanroc,ROCK,-,487,85,115,75,55,75,82,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lycanroc.png?raw=true
619,Mienfoo,Mienfoo,FIGHTING,-,350,45,85,50,55,50,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lycanroc.png?raw=true
620,Mienshao,Mienshao,FIGHTING,-,510,65,125,60,95,60,105,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mienfoo.png?raw=true
262,Mightyena,Mightyena,DARK,-,420,70,90,70,60,60,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mienshao.png?raw=true
868,Milcery,Milcery,FAIRY,-,270,45,40,40,50,61,34,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mightyena.png?raw=true
350,Milotic,Milotic,WATER,-,540,95,60,79,100,125,81,https://github.com/Ajeet58698/Pokemon-images/blob/main/Milcery.png?raw=true
241,Miltank,Miltank,NORMAL,-,490,95,80,105,40,70,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Milotic.png?raw=true
439,Mime Jr.,Mime Jr.,PSYCHIC,FAIRY,310,20,25,45,70,90,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Miltank.png?raw=true
778,Mimikyu,Mimikyu,GHOST,FAIRY,476,55,90,80,50,105,96,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mime Jr..png?raw=true
572,Minccino,Minccino,NORMAL,-,300,55,50,40,40,40,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mimikyu.png?raw=true
312,Minun,Minun,ELECTRIC,-,405,60,40,50,75,85,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Minccino.png?raw=true
1008,Miraidon,Miraidon,ELECTRIC,DRAGON,670,100,85,100,135,115,135,https://github.com/Ajeet58698/Pokemon-images/blob/main/Minun.png?raw=true
200,Misdreavus,Misdreavus,GHOST,-,435,60,60,60,85,85,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Miraidon.png?raw=true
429,Mismagius,Mismagius,GHOST,-,495,60,60,60,105,105,105,https://github.com/Ajeet58698/Pokemon-images/blob/main/Misdreavus.png?raw=true
146,Moltres,Moltres,FIRE,FLYING,580,90,100,90,125,85,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mismagius.png?raw=true
391,Monferno,Monferno,FIRE,FIGHTING,405,64,78,52,78,52,81,https://github.com/Ajeet58698/Pokemon-images/blob/main/Moltres.png?raw=true
755,Morelull,Morelull,GRASS,FAIRY,285,40,35,55,65,75,15,https://github.com/Ajeet58698/Pokemon-images/blob/main/Monferno.png?raw=true
860,Morgrem,Morgrem,DARK,FAIRY,370,65,60,45,75,55,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Morelull.png?raw=true
414,Mothim,Mothim,BUG,FLYING,424,70,94,50,94,50,66,https://github.com/Ajeet58698/Pokemon-images/blob/main/Morgrem.png?raw=true
479,Mow Rotom,Rotom,ELECTRIC,GRASS,520,50,65,107,105,107,86,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mothim.png?raw=true
122,Mr. Mime,Mr. Mime,PSYCHIC,FAIRY,460,40,45,65,100,120,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rotom.png?raw=true
866,Mr. Rime,Mr. Rime,ICE,PSYCHIC,520,80,85,75,110,100,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mr. Mime.png?raw=true
